CustomerID,FirstName,LastName,Email,DateOfBirth,Phone,Postcode,FailureType,FailureDescription
556,Anna,Smith,anna.smith@mail.com,26/06/1989,4.47377E+11,37925,Uniqueness,Duplicate CustomerID
166,Jane,Smith,jane.smith@mail.com,17/03/1964,,,Completeness,Missing mandatory field(s)
795,Sarah,Brown,sarah.brown@mail.com,20/09/1986,4.47749E+11,82628,Uniqueness,Duplicate CustomerID
288,James,Rodriguez,,16/07/1964,,ABCDE,Validity,Invalid format or value
166,Jane,Smith,jane.smith@mail.com,18/02/2026,4.47334E+11,82199,Consistency,Date of birth is after current date
369,Chris,Wilson,chris.wilson@test.org,07/07/1995,,,Completeness,Missing mandatory field(s)
524,James,Rodriguez,,15/09/1986,,9999999999,Validity,Invalid format or value
212,Laura,Wilson,laura.wilson@demo.net,05/02/1975,,58566,Completeness,Missing mandatory field(s)
867,James,Davis,,25/05/1999,4.4E+11,ABCDE,Validity,Invalid format or value
719,Emily,Williams,,20/12/1951,4.4E+11,,Validity,Invalid format or value
250,Anna,Garcia,anna.garcia@test.org,24/12/2025,4.47237E+11,61807,Consistency,Date of birth is after current date
412,Michael,Miller,michael.miller@demo.net,06/08/2026,4.4773E+11,36922,Consistency,Date of birth is after current date
839,Jane,Rodriguez,,22/12/1968,4.4E+11,9999999999,Validity,Invalid format or value
626,John,Brown,john.brown@mail.com,16/10/1951,4.47565E+11,72650,Uniqueness,Duplicate CustomerID
410,James,Garcia,invalid@,03/01/1957,abcdefghij,,Validity,Invalid format or value
374,Jane,Rodriguez,jane.rodriguez@example.com,08/08/1997,4.47548E+11,35415,Uniqueness,Duplicate CustomerID
765,Anna,Wilson,anna.wilson@test.org,24/03/1995,4.47946E+11,60418,Uniqueness,Duplicate CustomerID
681,Emily,Jones,emily.jones@example.com,04/11/1952,4.471E+11,63120,Uniqueness,Duplicate CustomerID
907,Michael,Rodriguez,michael.rodriguez@test.org,28/08/1993,4.47322E+11,42895,Uniqueness,Duplicate CustomerID
696,John,Garcia,john.garcia@test.org,10/04/1973,4.47974E+11,64862,Uniqueness,Duplicate CustomerID
64,Sarah,Williams,sarah.williams@test.org,24/01/2027,4.47796E+11,67912,Consistency,Date of birth is after current date
353,Laura,Brown,invalid@,08/09/1958,,ABCDE,Validity,Invalid format or value
244,John,Johnson,john.johnson@mail.com,02/10/1983,4.47451E+11,69460,Uniqueness,Duplicate CustomerID
34,Sarah,Jones,sarah.jones@test.org,10/08/1991,4.47914E+11,25437,Uniqueness,Duplicate CustomerID
608,David,Miller,david.miller@example.com,30/03/2002,4.47629E+11,43924,Completeness,Missing mandatory field(s)
969,John,Miller,john.miller@test.org,18/12/1988,4.47447E+11,25799,Uniqueness,Duplicate CustomerID
602,Jane,Johnson,jane.johnson@mail.com,14/02/2026,4.47887E+11,89076,Consistency,Date of birth is after current date
622,Emily,Wilson,emily.wilson@demo.net,30/10/2025,4.47901E+11,32768,Consistency,Date of birth is after current date
24,David,Williams,,17/04/1950,4.4E+11,9999999999,Validity,Invalid format or value
906,Michael,Garcia,,05/11/1965,abcdefghij,9999999999,Validity,Invalid format or value
30,Jane,Rodriguez,jane.rodriguez@mail.com,27/08/2026,4.47708E+11,72296,Consistency,Date of birth is after current date
530,David,Johnson,david.johnson@mail.com,30/04/2026,4.47939E+11,14224,Consistency,Date of birth is after current date
987,James,Rodriguez,james.rodriguez@mail.com,23/01/2026,4.47041E+11,70341,Consistency,Date of birth is after current date
686,Emily,Brown,invalid@,21/02/1974,abcdefghij,9999999999,Validity,Invalid format or value
345,Anna,Miller,anna.miller@example.com,14/10/2026,4.47087E+11,15958,Consistency,Date of birth is after current date
591,John,Brown,,11/11/1950,,10191,Completeness,Missing mandatory field(s)
268,Laura,Garcia,invalid@,08/02/1955,,9999999999,Validity,Invalid format or value
135,Chris,Wilson,chris.wilson@test.org,08/01/1959,4.47894E+11,35443,Completeness,Missing mandatory field(s)
746,James,Garcia,,02/11/1964,4.4708E+11,,Completeness,Missing mandatory field(s)
899,John,Smith,john.smith@mail.com,16/01/1984,4.47624E+11,23205,Completeness,Missing mandatory field(s)
582,Emily,Smith,emily.smith@demo.net,27/08/1982,4.47411E+11,29671,Uniqueness,Duplicate CustomerID
246,Anna,Wilson,,20/09/1954,4.47167E+11,30632,Completeness,Missing mandatory field(s)
714,David,Miller,david.miller@mail.com,04/04/1992,4.47827E+11,19567,Uniqueness,Duplicate CustomerID
825,Anna,Wilson,,08/12/2002,4.47228E+11,14804,Completeness,Missing mandatory field(s)
26,James,Wilson,james.wilson@mail.com,23/01/2027,4.47401E+11,31174,Consistency,Date of birth is after current date
543,Laura,Jones,laura.jones@test.org,04/02/2027,4.47363E+11,81737,Consistency,Date of birth is after current date
230,James,Brown,,06/07/1990,,39949,Completeness,Missing mandatory field(s)
95,Sarah,Garcia,sarah.garcia@demo.net,25/02/1999,4.47479E+11,30861,Uniqueness,Duplicate CustomerID
868,John,Williams,john.williams@demo.net,16/03/2026,4.47864E+11,21939,Consistency,Date of birth is after current date
543,Laura,Jones,noatsign.com,11/06/1975,abcdefghij,ABCDE,Validity,Invalid format or value
46,Emily,Garcia,emily.garcia@demo.net,17/03/1990,4.47851E+11,12260,Uniqueness,Duplicate CustomerID
736,Anna,Jones,user@@domain.com,07/06/1983,,,Validity,Invalid format or value
402,Sarah,Brown,,25/05/1973,,,Validity,Invalid format or value
605,John,Davis,john.davis@demo.net,05/01/2027,4.47803E+11,82105,Consistency,Date of birth is after current date
527,James,Jones,,11/01/1991,12345,,Validity,Invalid format or value
939,Chris,Johnson,chris.johnson@demo.net,19/11/2026,4.47486E+11,45669,Consistency,Date of birth is after current date
310,Michael,Williams,michael.williams@example.com,02/02/2027,4.4704E+11,48462,Consistency,Date of birth is after current date
329,Chris,Garcia,chris.garcia@mail.com,01/06/2026,4.47307E+11,74382,Consistency,Date of birth is after current date
653,Chris,Davis,,17/11/1993,,96643,Completeness,Missing mandatory field(s)
395,John,Smith,,14/12/2000,,,Completeness,Missing mandatory field(s)
366,James,Davis,james.davis@example.com,10/02/2026,4.47042E+11,27961,Consistency,Date of birth is after current date
741,Sarah,Wilson,user@@domain.com,21/09/1961,4.4E+11,ABCDE,Validity,Invalid format or value
665,Jane,Davis,jane.davis@demo.net,22/07/2026,4.4735E+11,46202,Consistency,Date of birth is after current date
604,Sarah,Davis,,23/10/1976,,ABCDE,Validity,Invalid format or value
262,Sarah,Miller,sarah.miller@mail.com,09/11/2026,4.4711E+11,29194,Consistency,Date of birth is after current date
90,Emily,Garcia,,10/11/1990,abcdefghij,9999999999,Validity,Invalid format or value
461,Jane,Miller,jane.miller@demo.net,07/03/1991,4.47607E+11,41877,Completeness,Missing mandatory field(s)
366,James,Davis,james.davis@example.com,24/01/1954,4.47042E+11,27961,Uniqueness,Duplicate CustomerID
679,Anna,Smith,anna.smith@mail.com,18/04/1967,4.4794E+11,36309,Uniqueness,Duplicate CustomerID
538,Sarah,Brown,sarah.brown@demo.net,29/11/1993,4.47153E+11,85684,Uniqueness,Duplicate CustomerID
30,Jane,Rodriguez,jane.rodriguez@mail.com,09/07/1961,4.47708E+11,72296,Completeness,Missing mandatory field(s)
705,James,Johnson,james.johnson@demo.net,14/07/1997,4.4732E+11,64146,Uniqueness,Duplicate CustomerID
693,Laura,Johnson,laura.johnson@test.org,21/10/1974,4.47688E+11,52616,Completeness,Missing mandatory field(s)
29,Emily,Wilson,emily.wilson@example.com,07/09/1957,4.47786E+11,73699,Uniqueness,Duplicate CustomerID
385,Chris,Johnson,,08/09/1989,,43612,Completeness,Missing mandatory field(s)
843,Anna,Wilson,anna.wilson@mail.com,01/02/1962,,77193,Completeness,Missing mandatory field(s)
933,Laura,Jones,noatsign.com,13/08/1988,12345,,Validity,Invalid format or value
513,Emily,Jones,invalid@,18/10/2001,,,Validity,Invalid format or value
671,David,Williams,user@@domain.com,24/06/1953,,9999999999,Validity,Invalid format or value
856,Sarah,Wilson,,04/03/1988,4.47144E+11,,Completeness,Missing mandatory field(s)
536,Chris,Rodriguez,chris.rodriguez@example.com,07/01/2027,4.47805E+11,63948,Consistency,Date of birth is after current date
768,James,Jones,james.jones@test.org,07/05/2026,4.47679E+11,38487,Consistency,Date of birth is after current date
9,David,Miller,david.miller@demo.net,18/11/1986,4.47501E+11,17100,Uniqueness,Duplicate CustomerID
182,James,Davis,james.davis@test.org,11/10/1993,4.47937E+11,80912,Uniqueness,Duplicate CustomerID
919,Sarah,Wilson,sarah.wilson@demo.net,21/02/1987,4.4718E+11,,Completeness,Missing mandatory field(s)
134,Sarah,Johnson,sarah.johnson@mail.com,09/03/1967,4.47232E+11,73464,Uniqueness,Duplicate CustomerID
582,Emily,Smith,emily.smith@demo.net,27/08/1982,4.47411E+11,29671,Completeness,Missing mandatory field(s)
459,David,Williams,noatsign.com,23/08/1958,,9999999999,Validity,Invalid format or value
672,Emily,Smith,user@@domain.com,04/02/1974,4.4E+11,ABCDE,Validity,Invalid format or value
645,Sarah,Wilson,sarah.wilson@demo.net,12/03/2026,4.47463E+11,95673,Consistency,Date of birth is after current date
133,Emily,Smith,emily.smith@mail.com,06/05/1991,4.4779E+11,22315,Uniqueness,Duplicate CustomerID
308,Jane,Wilson,,20/12/1961,,56176,Completeness,Missing mandatory field(s)
738,David,Garcia,david.garcia@demo.net,24/06/2026,4.47121E+11,27368,Consistency,Date of birth is after current date
896,Emily,Wilson,invalid@,10/11/1954,12345,,Validity,Invalid format or value
948,Emily,Smith,user@@domain.com,06/05/1991,,,Validity,Invalid format or value
106,John,Johnson,john.johnson@test.org,25/12/1989,4.47258E+11,94182,Uniqueness,Duplicate CustomerID
680,John,Brown,john.brown@example.com,20/07/2026,4.47054E+11,57235,Consistency,Date of birth is after current date
597,Emily,Jones,emily.jones@test.org,19/05/2026,4.47994E+11,61505,Consistency,Date of birth is after current date
371,Sarah,Miller,sarah.miller@example.com,23/03/2026,4.47627E+11,50327,Consistency,Date of birth is after current date
653,Chris,Davis,,17/11/1993,abcdefghij,9999999999,Validity,Invalid format or value
346,Sarah,Garcia,sarah.garcia@demo.net,25/08/2002,4.47926E+11,13584,Uniqueness,Duplicate CustomerID
415,James,Garcia,,15/12/1951,,43352,Completeness,Missing mandatory field(s)
707,Anna,Garcia,anna.garcia@mail.com,21/05/1978,4.47926E+11,33639,Completeness,Missing mandatory field(s)
735,John,Williams,john.williams@mail.com,27/06/1979,4.47384E+11,,Completeness,Missing mandatory field(s)
452,James,Smith,james.smith@example.com,29/12/2025,4.47878E+11,97584,Consistency,Date of birth is after current date
35,Anna,Brown,anna.brown@example.com,15/05/1956,,,Completeness,Missing mandatory field(s)
823,Jane,Jones,,28/04/1998,4.4E+11,,Validity,Invalid format or value
436,John,Brown,john.brown@example.com,26/10/1952,4.47923E+11,53309,Uniqueness,Duplicate CustomerID
345,Anna,Miller,anna.miller@example.com,18/07/1952,4.47087E+11,,Completeness,Missing mandatory field(s)
238,Emily,Johnson,invalid@,27/11/1999,abcdefghij,,Validity,Invalid format or value
205,Chris,Wilson,chris.wilson@demo.net,07/02/2027,4.47116E+11,98452,Consistency,Date of birth is after current date
974,Sarah,Smith,sarah.smith@test.org,03/03/2026,4.47044E+11,19225,Consistency,Date of birth is after current date
854,David,Rodriguez,david.rodriguez@demo.net,25/03/1983,4.47939E+11,15693,Completeness,Missing mandatory field(s)
678,Michael,Davis,michael.davis@example.com,03/02/1966,4.47791E+11,53540,Uniqueness,Duplicate CustomerID
213,Emily,Garcia,emily.garcia@demo.net,08/03/1971,4.47919E+11,57537,Completeness,Missing mandatory field(s)
862,David,Wilson,david.wilson@test.org,23/11/2004,,99208,Completeness,Missing mandatory field(s)
299,Emily,Jones,emily.jones@example.com,03/10/2026,4.47256E+11,65027,Consistency,Date of birth is after current date
940,Anna,Garcia,noatsign.com,07/10/1978,abcdefghij,ABCDE,Validity,Invalid format or value
56,Anna,Wilson,,28/07/1956,abcdefghij,,Validity,Invalid format or value
681,Emily,Jones,emily.jones@test.org,25/08/1991,4.47542E+11,62028,Uniqueness,Duplicate CustomerID
58,Emily,Miller,user@@domain.com,26/02/1964,abcdefghij,,Validity,Invalid format or value
672,Emily,Smith,,04/02/1974,4.47963E+11,,Completeness,Missing mandatory field(s)
75,Chris,Miller,user@@domain.com,08/02/1998,abcdefghij,ABCDE,Validity,Invalid format or value
261,Emily,Smith,emily.smith@test.org,11/11/1981,4.47891E+11,93055,Uniqueness,Duplicate CustomerID
460,Emily,Brown,noatsign.com,19/10/1981,abcdefghij,9999999999,Validity,Invalid format or value
800,John,Johnson,john.johnson@example.com,30/01/2027,4.47191E+11,43018,Consistency,Date of birth is after current date
680,David,Johnson,david.johnson@test.org,28/06/2005,4.47951E+11,57400,Uniqueness,Duplicate CustomerID
236,David,Smith,noatsign.com,13/11/2003,4.4E+11,ABCDE,Validity,Invalid format or value
532,Michael,Wilson,michael.wilson@demo.net,15/05/1988,4.47553E+11,52982,Uniqueness,Duplicate CustomerID
879,Emily,Wilson,emily.wilson@mail.com,19/10/1990,4.47998E+11,62947,Uniqueness,Duplicate CustomerID
750,Laura,Garcia,laura.garcia@test.org,10/04/2026,4.47534E+11,95638,Consistency,Date of birth is after current date
482,David,Smith,,15/02/1987,abcdefghij,ABCDE,Validity,Invalid format or value
33,Sarah,Garcia,sarah.garcia@demo.net,09/11/1960,4.47266E+11,39451,Uniqueness,Duplicate CustomerID
341,Sarah,Brown,,21/07/1996,4.47961E+11,,Completeness,Missing mandatory field(s)
799,Jane,Williams,jane.williams@example.com,14/03/1991,4.4777E+11,53478,Uniqueness,Duplicate CustomerID
496,Emily,Rodriguez,emily.rodriguez@demo.net,03/03/1984,4.47211E+11,29116,Uniqueness,Duplicate CustomerID
222,John,Williams,john.williams@demo.net,14/11/2025,4.47122E+11,18330,Consistency,Date of birth is after current date
989,Emily,Brown,emily.brown@test.org,10/12/1976,4.47099E+11,84774,Completeness,Missing mandatory field(s)
474,Emily,Brown,emily.brown@mail.com,11/02/1998,4.47482E+11,28373,Uniqueness,Duplicate CustomerID
797,James,Smith,invalid@,28/11/1968,12345,,Validity,Invalid format or value
46,Laura,Brown,laura.brown@demo.net,06/04/1955,4.47177E+11,59672,Uniqueness,Duplicate CustomerID
101,James,Garcia,james.garcia@demo.net,03/08/1955,4.47222E+11,65069,Completeness,Missing mandatory field(s)
175,David,Garcia,david.garcia@test.org,14/12/2025,4.47749E+11,41300,Consistency,Date of birth is after current date
967,James,Williams,james.williams@test.org,10/12/1978,4.4744E+11,94004,Completeness,Missing mandatory field(s)
544,Anna,Williams,anna.williams@demo.net,02/11/1980,,99463,Completeness,Missing mandatory field(s)
596,David,Johnson,david.johnson@example.com,25/06/2026,4.47711E+11,27132,Consistency,Date of birth is after current date
67,David,Williams,,28/08/1977,,15229,Completeness,Missing mandatory field(s)
594,Jane,Smith,user@@domain.com,18/08/1996,12345,,Validity,Invalid format or value
830,Michael,Williams,michael.williams@mail.com,07/05/2026,4.47385E+11,15297,Consistency,Date of birth is after current date
111,James,Smith,,12/02/1970,,,Completeness,Missing mandatory field(s)
697,David,Davis,invalid@,22/04/2002,4.4E+11,ABCDE,Validity,Invalid format or value
322,Michael,Smith,michael.smith@mail.com,04/07/2004,4.47728E+11,67432,Completeness,Missing mandatory field(s)
306,John,Davis,,03/10/1972,4.47802E+11,12128,Completeness,Missing mandatory field(s)
981,Sarah,Miller,,08/05/1983,,93000,Completeness,Missing mandatory field(s)
520,Anna,Williams,,15/12/1987,12345,ABCDE,Validity,Invalid format or value
184,Chris,Brown,chris.brown@example.com,07/12/1988,4.47106E+11,,Completeness,Missing mandatory field(s)
992,Anna,Jones,anna.jones@example.com,13/09/2001,4.4741E+11,20286,Uniqueness,Duplicate CustomerID
600,Laura,Garcia,laura.garcia@test.org,13/01/2027,4.4713E+11,80244,Consistency,Date of birth is after current date
944,Chris,Garcia,chris.garcia@test.org,08/08/1991,4.47748E+11,14159,Uniqueness,Duplicate CustomerID
853,Jane,Garcia,invalid@,21/02/2004,4.4E+11,,Validity,Invalid format or value
827,Emily,Wilson,emily.wilson@test.org,22/09/2026,4.47499E+11,75683,Consistency,Date of birth is after current date
14,Michael,Garcia,,21/03/1974,,93886,Completeness,Missing mandatory field(s)
715,James,Wilson,james.wilson@test.org,25/07/2026,4.4707E+11,15992,Consistency,Date of birth is after current date
518,Michael,Miller,,28/05/1971,4.47328E+11,25328,Completeness,Missing mandatory field(s)
711,David,Davis,,28/06/1988,4.47513E+11,60242,Completeness,Missing mandatory field(s)
656,Laura,Jones,laura.jones@mail.com,04/04/2026,4.47606E+11,18079,Consistency,Date of birth is after current date
771,James,Garcia,james.garcia@demo.net,24/11/1997,,65363,Completeness,Missing mandatory field(s)
426,Jane,Wilson,jane.wilson@example.com,28/12/2026,4.47642E+11,98083,Consistency,Date of birth is after current date
220,Chris,Garcia,chris.garcia@test.org,16/07/1956,4.47842E+11,51662,Uniqueness,Duplicate CustomerID
550,David,Johnson,david.johnson@example.com,02/12/2025,4.47229E+11,72496,Consistency,Date of birth is after current date
496,Michael,Jones,michael.jones@mail.com,01/09/1972,4.47707E+11,30203,Uniqueness,Duplicate CustomerID
494,James,Williams,james.williams@example.com,03/12/2026,4.47761E+11,37479,Consistency,Date of birth is after current date
555,Michael,Davis,michael.davis@mail.com,28/01/2026,4.47073E+11,79534,Consistency,Date of birth is after current date
91,Anna,Brown,anna.brown@demo.net,09/05/1994,4.47429E+11,,Completeness,Missing mandatory field(s)
130,Jane,Jones,user@@domain.com,13/04/1986,12345,,Validity,Invalid format or value
883,Chris,Garcia,chris.garcia@demo.net,10/07/2000,,41886,Completeness,Missing mandatory field(s)
937,Emily,Rodriguez,emily.rodriguez@test.org,25/02/2026,4.47696E+11,79722,Consistency,Date of birth is after current date
